,Name,Genre,Rating,Votes,BoxOffice,Year
1122,The Disappearance of Eleanor Rigby: Them,"Drama, Romance",6.3,10486,"585,640",2014
1123,Shaadi Ke Side Effects,"Comedy, Romance",5.6,3481,"582,672",2014
1124,Cong cong na nian,"Drama, Romance",5.6,370,"569,280",2014
1125,Jimmy's Hall,"Biography, Drama, History",6.7,5089,"560,341",2014
1126,A Little Chaos,"Drama, Romance",6.5,17329,"551,609",2014
1127,Highway,"Crime, Drama, Romance",7.6,22400,"529,136",2014
1128,Finding Fanny,"Adventure, Comedy, Drama",5.8,5742,"515,393",2014
1129,The One I Love,"Drama, Fantasy, Romance",7.1,30072,"511,635",2014
1130,Unsullied,"Action, Horror, Thriller",4.3,267,"510,957",2014
1131,The Two Faces of January,"Romance, Thriller",6.2,26688,"506,067",2014
1132,23 Blast,"Drama, Family, Sport",6.5,1510,"485,128",2014
1133,"Men, Women & Children","Comedy, Drama",6.7,27384,"461,162",2014
1134,Félix et Meira,"Drama, Romance",6.8,1218,"447,353",2014
1135,Laggies,"Comedy, Drama, Romance",6.4,37831,"440,338",2014
1136,Bei Jing ai qing gu shi,"Drama, Romance",5.9,302,"428,318",2014
1137,Saint Laurent,"Biography, Drama, Romance",6.1,4641,"425,249",2014
1138,Yi sheng yi shi,"Drama, Romance",5.1,314,"417,558",2014
1139,Cold in July,"Crime, Thriller",6.8,31111,"414,623",2014
1140,Ek Villain,"Action, Crime, Drama",6.5,14053,"414,116",2014
1141,Humpty Sharma Ki Dulhania,"Comedy, Drama, Romance",6,9419,"380,011",2014
1142,Gui lai,"Drama, Romance",7.3,4354,"377,607",2014
1143,Hae-jeok: Ba-da-ro gan san-jeok,"Action, Adventure, Comedy",6.6,2258,"375,907",2014
1144,Maps to the Stars,"Comedy, Drama",6.2,33743,"347,648",2014
1145,Noble,"Biography, Drama",6.8,1307,"347,321",2014
1146,Effie Gray,"Biography, Drama, Romance",5.9,3447,"343,257",2014
1147,Hasee Toh Phasee,"Comedy, Romance",6.8,12101,"336,985",2014
1148,The Prophet,"Animation, Drama",7.1,3505,"335,030",2014
1149,I Origins,"Drama, Romance, Sci-Fi",7.4,100759,"334,658",2014
1150,The Guest,"Mystery, Thriller",6.7,79953,"322,600",2014
1151,Good Kill,"Drama, Thriller, War",6.4,20455,"316,842",2014
1152,Happy Ending,"Comedy, Romance",5.5,2983,"311,729",2014
1153,Theeb,"Adventure, Drama, Thriller",7.2,8533,"283,024",2014
1154,Dancing Arabs,Drama,7.3,1489,"281,059",2014
1155,Kundo: Min-ran-eui si-dae,Action,6.8,2540,"280,958",2014
1156,Fehér isten,"Drama, Fantasy, Horror",6.9,13314,"280,494",2014
1157,L'homme qu'on aimait trop,"Crime, Drama",6.1,1341,"275,376",2014
1158,I'm Your Hero,"Action, Comedy, Romance",5.3,6380,"274,579",2014
1159,Wei ai zhi jian ru jia jing,Comedy,4.2,131,"271,451",2014
1160,Tajja: Sineui son,"Crime, Drama",6.9,1595,"249,672",2014
1161,Veeram,"Action, Family",6.6,6193,"243,955",2014
1162,La chambre bleue,"Crime, Romance, Thriller",6.3,2751,"231,186",2014
1163,Diplomatie,"Drama, War",7.1,4341,"230,880",2014
1164,Jilla,"Action, Drama",6.1,8764,"230,221",2014
1165,Zhì qu weihu shan,"Action, Adventure, Biography",6.5,2375,"228,984",2014
1166,Dr. Cabbie,Comedy,6.1,2699,"223,003",2014
1167,En duva satt på en gren och funderade på tillvaron,"Comedy, Drama, Fantasy",7,13685,"222,284",2014
1168,Fen shou da shi,Comedy,4.3,403,"208,959",2014
1169,Rob the Mob,"Crime, Drama",6.3,9923,"206,909",2014
1170,Gemma Bovery,"Comedy, Drama, Romance",6.4,4892,"191,512",2014
1171,Serena,"Drama, History, Romance",5.4,22878,"176,305",2014
1172,Mo jing,"Action, Crime",6,1131,"172,343",2014
1173,Mita Tova,"Comedy, Drama, Romance",7,1716,"171,963",2014
1174,Time Out of Mind,Drama,5.7,3460,"162,270",2014
1175,3 coeurs,"Drama, Romance",5.9,2005,"154,528",2014
1176,Plemya,"Crime, Drama",7.1,9022,"150,564",2014
1177,Loud,"Drama, Romance",6.7,12900,"150,000",2014
1178,Samba,"Comedy, Drama, Romance",4.2,4156,"149,805",2014
1179,Jinn,Thriller,6.2,1606,"149,337",2014
1180,Desert Dancer,"Biography, Drama, Music",7.2,24569,"143,653",2014
1181,A Brilliant Young Mind,"Drama, Romance",5.9,8436,"139,511",2014
1182,The Last Five Years,"Comedy, Drama, Musical",6.3,5586,"137,945",2014
1183,Listen Up Philip,"Comedy, Drama",5.9,667,"137,600",2014
1184,Sa jiao nu ren zui hao ming,Comedy,5.6,6384,"135,002",2014
1185,Manglehorn,Drama,6.1,3486,"132,075",2014
1186,Raja Natwarlal,"Crime, Drama, Thriller",6.6,6483,"131,105",2014
1187,Une nouvelle amie,Drama,8.3,11880,"130,265",2014
1188,Bangalore Days,"Comedy, Drama, Romance",6.5,8407,"130,000",2014
1189,Yi ge ren de wu lin,"Action, Drama",5.8,7277,"129,115",2014
1190,Boulevard,Drama,7.1,15709,"121,150",2014
1191,5 to 7,"Comedy, Drama, Romance",6.5,18717,"116,400",2014
1192,Escobar: Paradise Lost,"Crime, Drama, History",5.6,7383,"106,869",2014
1193,Adult Beginners,"Comedy, Drama",6.1,9782,"104,415",2014
1194,God's Pocket,"Crime, Drama",7.3,3543,"104,401",2014
1195,Efes beyahasei enosh,"Comedy, Drama",6.4,7873,"101,713",2014
1196,God Help the Girl,"Drama, Musical, Romance",7.9,19291,"101,542",2014
1197,Hoje Eu Quero Voltar Sozinho,"Drama, Romance",6.8,2323,"101,137",2014
1198,Anime nere,"Crime, Drama",5.4,856,"100,120",2014
1199,Last Weekend,"Comedy, Drama",6.4,858,"100,000",2014
1200,Huang jin shi dai,"Biography, Drama, Romance",6.8,1604,"99,872",2014
1201,Man from Reno,"Crime, Drama, Mystery",6.2,16633,"92,918",2014
1202,Cuban Fury,"Comedy, Romance, Sport",6.1,21476,"90,310",2014
1203,She's Funny That Way,Comedy,5.7,625,"88,460",2014
1204,Roar,"Action, Adventure, Sci-Fi",5.6,17355,"81,083",2014
1205,Life After Beth,"Comedy, Fantasy, Horror",6.6,4198,"80,315",2014
1206,Heaven Knows What,Drama,6.7,199,"80,015",2014
1207,Six Dance Lessons in Six Weeks,"Comedy, Drama",6.3,13050,"73,613",2014
1208,Better Living Through Chemistry,"Comedy, Drama",6.6,3643,"72,273",2014
1209,Le meraviglie,Drama,7.5,217236,"69,236",2014
1210,Predestination,"Drama, Mystery, Sci-Fi",6.3,124,"68,372",2014
1211,The Algerian,"Action, Romance, Thriller",5.3,7075,"65,280",2014
1212,Heroic Antics,"Action, Drama, Romance",7.5,5017,"63,051",2014
1213,The Dark Horse,"Biography, Drama",6.6,6617,"61,505",2014
1214,Frontera,"Drama, Thriller, Western",5.7,19813,"59,306",2014
1215,Cooties,"Action, Comedy, Horror",6.9,2223,"55,749",2014
1216,Flowers,Drama,5.7,18719,"55,479",2014
1217,Clown,"Drama, Fantasy, Horror",6.1,1242,"55,007",2014
1218,Beloved Sisters,"Drama, History, Romance",5.3,2854,"53,686",2014
1219,Aloft,Drama,7.2,18083,"52,961",2014
1220,Kraftidioten,"Crime, Drama, Thriller",6.7,19919,"49,284",2014
1221,Spring,"Horror, Romance, Sci-Fi",5.2,15218,"48,949",2014
1222,The Bag Man,"Crime, Drama, Thriller",5.9,232,"48,817",2014
1223,The One I Wrote for You,"Drama, Family, Music",5.6,8471,"48,643",2014
1224,Beyond the Reach,Thriller,6.1,1590,"44,577",2014
1225,Low Down,"Biography, Drama, Music",5.8,15083,"44,500",2014
1226,Lost River,"Drama, Fantasy, Mystery",7.3,141,"43,282",2014
1227,River of Fundament,Drama,7.1,5885,"43,057",2014
1228,Respire,Drama,6.1,4983,"42,297",2014
1229,Hellion,"Drama, Thriller",6,47092,"40,753",2014
1230,Walk of Shame,Comedy,6.8,1083,"39,751",2014
1231,Difret,"Biography, Crime, Drama",7.5,15852,"38,449",2014
1232,Rudderless,"Comedy, Drama, Music",6.8,41779,"37,440",2014
1233,Before We Go,"Comedy, Drama, Romance",4.6,5008,"37,047",2014
1234,Not Cool,"Comedy, Drama, Romance",6.8,1199,"35,688",2014
1235,Rakuen Tsuiho: Expelled from Paradise,"Animation, Action, Adventure",6.9,185,"34,510",2014
1236,Gekijouban Tiger & Bunny: The Rising,"Animation, Action, Adventure",6.4,24744,"34,471",2014
1237,White Bird in a Blizzard,"Drama, Mystery, Thriller",6.3,1271,"33,518",2014
1238,Queen & Country,Drama,6.6,9921,"32,869",2014
1239,The Duke of Burgundy,"Drama, Mystery, Romance",6.1,2375,"32,630",2014
1240,Amira & Sam,"Comedy, Drama, Romance",4,409,"31,849",2014
1241,The Hero of Color City,"Animation, Family",5.8,8337,"31,826",2014
1242,Song One,"Drama, Music",5.5,6873,"31,250",2014
1243,Happy Christmas,"Comedy, Drama",6.3,687,"30,312",2014
1244,Der Vampir auf der Couch,"Comedy, Horror",5.8,320,"29,610",2014
1245,Runoff,Drama,4.4,146,"29,227",2014
1246,A Long Way Off,"Drama, Family, Romance",6.3,4602,"28,951",2014
1247,The Cut,"Adventure, Drama, History",6.7,1920,"28,066",2014
1248,Match,"Comedy, Drama",6.9,3907,"28,041",2014
1249,"Like Sunday, Like Rain","Drama, Music",6,5403,"27,623",2014
1250,The Keeping Room,"Drama, Western",5.4,2503,"27,166",2014
1251,Ping Pong Summer,"Comedy, Drama, Sport",6.1,119,"25,781",2014
1252,Olvidados,Drama,5.9,17579,"24,441",2014
1253,Kill Me Three Times,"Comedy, Crime, Thriller",6.6,4568,"23,840",2014
1254,Les combattants,"Comedy, Romance",7.7,539,"23,598",2014
1255,Rocks in My Pockets,"Animation, Comedy, Drama",6.2,47993,"22,518",2014
1256,Winter's Tale,"Drama, Fantasy, Mystery",8,67,"22,451",2014
1257,NightLights,Drama,7.2,5214,"21,099",2014
1258,Lilting,"Drama, Romance",7.1,3813,"21,068",2014
1259,Boy Meets Girl,"Comedy, Drama, Romance",6,2276,"20,289",2014
1260,Praia do Futuro,"Drama, Romance",7.8,67,"20,262",2014
1261,This Last Lonely Place,"Crime, Drama, Thriller",4.3,1139,"20,215",2014
1262,Christian Mingle,"Comedy, Romance",6.3,7,"19,836",2014
1263,The Romans,Drama,3.6,382,"18,994",2014
1264,Pro Wrestlers vs Zombies,"Action, Comedy, Horror",7.1,23069,"18,655",2014
1265,The Little Death,"Comedy, Drama, Romance",4.5,125,"18,238",2014
1266,3 Holes and a Smoking Gun,"Crime, Drama, Thriller",4.9,227,"18,000",2014
1267,A Bit of Bad Luck,"Comedy, Drama, Thriller",6.8,2277,"17,585",2014
1268,Hippocrates: Diary of a French Doctor,Drama,5.4,27625,"17,358",2014
1269,Big Game,"Action, Adventure",6.4,58585,"16,909",2014
1270,Two Night Stand,"Comedy, Romance",6.6,3435,"15,600",2014
1271,Kawaki,"Drama, Mystery, Thriller",6.9,277,"15,336",2014
1272,Una Vida: A Fable of Music and the Mind,"Drama, Music",7.2,98031,"15,073",2014
1273,"Love, Rosie","Comedy, Romance",6.1,2702,"14,893",2014
1274,Bird People,"Drama, Fantasy, Romance",5.2,2100,"14,200",2014
1275,Goodbye to All That,"Comedy, Drama, Romance",6.4,1562,"13,790",2014
1276,Buzzard,"Comedy, Drama, Horror",6.4,28676,"13,684",2014
1277,A Long Way Down,"Comedy, Drama",6.5,48,"13,093",2014
1278,A Reason,Drama,6.3,1177,"12,836",2014
1279,Amour Fou,"Comedy, Drama",4.8,195,"12,723",2014
1280,Gone Doggy Gone,"Adventure, Comedy",6.6,20799,"12,006",2014
1281,Barefoot,"Comedy, Drama, Romance",7.5,1392,"11,766",2014
1282,Marie's Story,"Biography, Drama",7.4,72,"11,720",2014
1283,As It Is in Heaven,Drama,7.2,18178,"11,092",2014
1284,Trash,"Adventure, Crime, Drama",7.2,8260,"10,230",2014
1285,Before I Disappear,Drama,6.9,35935,"10,078",2014
1286,Camp X-Ray,"Drama, War",6.6,1689,"9,837",2014
1287,Serial Killer 1,"Crime, Drama",5.7,22282,"9,729",2014
1288,Honeymoon,"Horror, Mystery, Thriller",6.3,28520,"9,168",2014
1289,13 Sins,"Horror, Thriller",5.8,6550,"9,134",2014
1290,Falcon Rising,"Action, Adventure",6,249,"8,691",2014
1291,Meet Me in Montenegro,"Comedy, Drama, Romance",8.5,53,"8,612",2014
1292,The Quitter,"Comedy, Drama",4.8,14357,"8,512",2014
1293,Zombeavers,"Comedy, Horror",6.4,16082,"8,163",2014
1294,Just Before I Go,"Comedy, Drama",6.1,727,"8,129",2014
1295,The Mystery of Happiness,"Comedy, Drama, Romance",4.8,2873,"7,699",2014
1296,Iceman,"Action, Comedy, History",6.2,7643,"7,679",2014
1297,Life Partners,"Comedy, Drama, Romance",6.9,124,"7,563",2014
1298,Le grand homme,Drama,4.4,216,"7,228",2014
1299,The Historian,Drama,5.2,4013,"7,123",2014
1300,Stage Fright,"Comedy, Horror, Musical",5.4,7201,"7,078",2014
1301,ABCs of Death 2,"Comedy, Horror",6.4,3153,"7,016",2014
1302,Northern Soul,"Drama, Music",7,23,"6,786",2014
1303,The Jazz Funeral,Drama,6.6,1250,"6,616",2014
1304,I nostri ragazzi,"Comedy, Drama",4.7,843,"6,335",2014
1305,Days and Nights,"Crime, Horror, Romance",6.2,2188,"6,003",2014
1306,Alléluia,Drama,7.3,1799,"6,001",2014
1307,Bhopal: A Prayer for Rain,"Biography, Comedy, Crime",6.4,8717,"5,948",2014
1308,Kid Cannabis,"Comedy, Drama",6.2,1805,"5,565",2014
1309,Kelly & Cal,"Action, Sci-Fi, Western",7.1,7,"5,387",2014
1310,Fallout Wasteland,"Drama, Western",6.7,31805,"5,000",2014
1311,The Salvation,"Action, Adventure",6.3,4081,"5,000",2014
1312,The Dead Lands,"Horror, Thriller",5,3168,"4,426",2014
1313,The Devil's Hand,"Fantasy, Horror, Mystery",5.9,4558,"4,239",2014
1314,Come Back to Me,"Drama, Fantasy, Horror",5.3,786,"4,156",2014
1315,How to Save Us,Comedy,5.7,901,"3,785",2014
1316,Hollidaysburg,"Drama, Thriller",5,316,"3,709",2014
1317,Obietnica,"Action, Adventure, Crime",5.1,5254,"3,648",2014
1318,Reclaim,"Biography, Drama",5.7,1249,"3,600",2014
1319,Set Fire to the Stars,"Drama, Romance",6.8,3061,"3,274",2014
1320,Xenia,"Drama, Romance",6.4,638,"3,181",2014
1321,Fidelio: Alice's Odyssey,"Horror, Thriller",4.6,1486,"2,977",2014
1322,Julia,Comedy,7.4,240,"2,710",2014
1323,SBK The-Movie,Comedy,5.8,398,"2,650",2014
1324,Arrête ou je continue,"Horror, Thriller",4.2,13343,"2,569",2014
1325,V/H/S Viral,Thriller,4.7,289,"2,567",2014
1326,Locker 13,"Drama, Family, Thriller",6.3,621,"2,468",2014
1327,Gabriel,"Drama, Sci-Fi, Thriller",5.4,1054,"2,124",2014
1328,The Reconstruction of William Zero,"Comedy, Drama, Family",4.9,367,"2,000",2014
1329,Two-Bit Waltz,Thriller,5.9,1100,"1,989",2014
1330,Cut Snake,"Horror, Thriller",5.9,8,"1,625",2014
1331,Alone,Drama,5.2,1398,"1,500",2014
1332,3 Nights in the Desert,"Action, Crime, Thriller",5.7,6697,"1,279",2014
1333,Skin Trade,Comedy,5.4,392,"1,242",2014
1334,Anything for Alice,"Drama, Mystery",6.3,235,"1,092",2014
1335,Sunrise,Drama,5.3,705,"1,000",2014
1336,She's Lost Control,"Crime, Drama, Western",4.9,142,900,2014
1337,Big Muddy,"Adventure, Mystery, Thriller",7.9,7,802,2014
1338,Blood Brother,"Crime, Drama, Thriller",6.4,2097,745,2014
1339,La prochaine fois je viserai le coeur,"Horror, Thriller",5.4,13737,714,2014
1340,Star Wars: The Force Awakens,"Action, Adventure, Fantasy",8,760825,"936,662,225",2015
1341,Jurassic World,"Action, Adventure, Sci-Fi",7,520207,"652,270,625",2015
1342,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi",7.4,614209,"459,005,868",2015
1343,Inside Out,"Animation, Adventure, Comedy",8.2,507698,"356,461,711",2015
1344,Furious 7,"Action, Crime, Thriller",7.2,327015,"353,007,020",2015
1345,Minions,"Animation, Action, Adventure",6.4,185373,"336,045,770",2015
1346,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi",6.6,239189,"281,723,902",2015
1347,The Martian,"Adventure, Drama, Sci-Fi",8,645478,"228,433,663",2015
1348,Cinderella,"Drama, Family, Fantasy",6.9,135762,"201,151,353",2015
1349,Spectre,"Action, Adventure, Thriller",6.8,342023,"200,074,175",2015
1350,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller",7.4,298157,"195,042,377",2015
1351,Pitch Perfect 2,"Comedy, Music",6.4,125632,"184,296,230",2015
1352,The Revenant,"Action, Adventure, Biography",8,585342,"183,637,894",2015
1353,Ant-Man,"Action, Adventure, Comedy",7.3,459153,"180,202,163",2015
1354,Home,"Animation, Adventure, Comedy",6.6,83751,"177,397,510",2015
1355,Hotel Transylvania 2,"Animation, Comedy, Family",6.7,87284,"169,700,110",2015
1356,Fifty Shades of Grey,"Drama, Romance, Thriller",4.1,270750,"166,167,230",2015
1357,The SpongeBob Movie: Sponge Out of Water,"Animation, Adventure, Comedy",6,41846,"162,994,032",2015
1358,Straight Outta Compton,"Biography, Drama, History",7.9,160476,"161,197,785",2015
1359,San Andreas,"Action, Adventure, Drama",6.1,184373,"155,190,832",2015
1360,Mad Max: Fury Road,"Action, Adventure, Sci-Fi",8.1,746499,"153,636,354",2015
1361,Daddy's Home,Comedy,6.1,91811,"150,357,137",2015
1362,Insurgent,"Action, Adventure, Sci-Fi",6.2,192749,"130,179,072",2015
1363,The Peanuts Movie,"Animation, Adventure, Comedy",7.1,38112,"130,178,411",2015
1364,The Good Dinosaur,"Animation, Adventure, Comedy",6.7,88249,"123,087,120",2015
1365,Spy,"Action, Comedy, Crime",7,208460,"110,825,712",2015
1366,Trainwreck,"Comedy, Drama, Romance",6.2,118656,"110,212,700",2015
1367,Creed,"Drama, Sport",7.6,206332,"109,767,581",2015
1368,Tomorrowland,"Action, Adventure, Family",6.4,157873,"93,436,322",2015
1369,Get Hard,"Comedy, Crime",6,107191,"90,411,453",2015
1370,Terminator Genisys,"Action, Adventure, Sci-Fi",6.4,227212,"89,760,956",2015
1371,Sisters,Comedy,6,57264,"87,044,645",2015
1372,Alvin and the Chipmunks: The Road Chip,"Animation, Adventure, Comedy",5.1,13721,"85,886,987",2015
1373,Maze Runner: The Scorch Trials,"Action, Sci-Fi, Thriller",6.3,192518,"81,697,192",2015
1374,Ted 2,Comedy,6.3,158523,"81,476,385",2015
1375,Goosebumps,"Adventure, Comedy, Family",6.3,68913,"80,080,379",2015
1376,Pixels,"Action, Comedy, Sci-Fi",5.6,115716,"78,747,585",2015
1377,The Intern,"Comedy, Drama",7.1,184387,"75,764,672",2015
1378,Bridge of Spies,"Drama, History, Thriller",7.6,252904,"72,313,754",2015
1379,Paul Blart: Mall Cop 2,"Action, Comedy, Crime",4.4,29813,"71,038,190",2015
1380,The Big Short,"Biography, Comedy, Drama",7.8,291960,"70,259,870",2015
1381,War Room,Drama,6.4,11267,"67,790,117",2015
1382,Magic Mike XXL,"Comedy, Drama, Music",5.6,47203,"66,013,057",2015
1383,The Visit,"Comedy, Horror, Mystery",6.2,97647,"65,206,105",2015
1384,The Wedding Ringer,Comedy,6.7,65418,"64,460,211",2015
1385,Black Mass,"Biography, Crime, Drama",6.9,151799,"62,575,678",2015
1386,Vacation,"Adventure, Comedy",6.1,84564,"58,884,188",2015
1387,The Perfect Guy,"Drama, Thriller",5.6,8673,"57,017,904",2015
1388,Joy,Drama,6.6,113783,"56,451,232",2015
1389,Fantastic Four,"Action, Adventure, Sci-Fi",4.3,136236,"56,117,548",2015
1390,The Hateful Eight,"Crime, Drama, Mystery",7.8,410491,"54,117,416",2015
1391,Focus,"Comedy, Crime, Drama",6.6,185875,"53,862,963",2015
1392,Southpaw,"Drama, Sport",7.4,193098,"52,421,953",2015
1393,Insidious: Chapter 3,"Horror, Mystery, Thriller",6.1,78683,"52,218,558",2015
1394,Poltergeist,"Horror, Thriller",4.9,50488,"47,425,125",2015
1395,Jupiter Ascending,"Action, Adventure, Sci-Fi",5.3,162466,"47,387,723",2015
1396,Sicario,"Action, Crime, Drama",7.6,312355,"46,889,293",2015
1397,The Man from U.N.C.L.E.,"Action, Adventure, Comedy",7.3,232534,"45,445,109",2015
1398,Spotlight,"Crime, Drama, History",8.1,343759,"45,055,776",2015
1399,"McFarland, USA","Biography, Drama, Sport",7.4,30519,"44,469,602",2015
1400,The Gift,"Drama, Mystery, Thriller",7.1,118326,"43,771,291",2015
1401,Everest,"Action, Adventure, Biography",7.1,175589,"43,482,270",2015
1402,The Night Before,"Adventure, Comedy, Fantasy",6.4,55189,"43,035,725",2015
1403,Max,"Adventure, Drama, Family",6.8,23464,"42,652,003",2015
1404,Krampus,"Action, Comedy, Fantasy",6.2,51637,"42,592,530",2015
1405,The Age of Adaline,"Drama, Fantasy, Romance",7.2,132557,"42,478,175",2015
1406,Brooklyn,"Drama, Romance",7.5,112062,"38,317,535",2015
1407,The Longest Ride,"Drama, Romance",7.1,67695,"37,432,299",2015
1408,The Boy Next Door,"Drama, Horror, Romance",4.7,33774,"35,385,560",2015
1409,Pan,"Adventure, Family, Fantasy",5.8,54158,"35,088,320",2015
1410,Concussion,"Biography, Drama, Sport",7.1,74403,"34,531,832",2015
1411,Hot Pursuit,"Action, Comedy, Crime",5.1,43596,"34,507,079",2015
1412,The Duff,"Comedy, Romance",6.5,70247,"34,017,854",2015
1413,Woman in Gold,"Biography, Drama, History",7.3,46720,"33,305,037",2015
1414,The Second Best Exotic Marigold Hotel,"Comedy, Drama",6.6,28058,"33,078,266",2015
1415,Entourage,Comedy,6.6,69980,"32,361,416",2015
1416,Paper Towns,"Comedy, Drama, Mystery",6.3,84673,"32,000,304",2015
1417,Chappie,"Action, Crime, Drama",6.8,208194,"31,569,268",2015
1418,Crimson Peak,"Drama, Fantasy, Horror",6.5,115507,"31,056,945",2015
1419,A Walk in the Woods,"Adventure, Biography, Comedy",6.3,21227,"29,467,855",2015
1420,Point Break,"Action, Crime, Sport",5.3,51907,"28,782,481",2015
1421,Sinister 2,"Horror, Mystery, Thriller",5.3,39310,"27,736,779",2015
1422,The Last Witch Hunter,"Action, Adventure, Fantasy",6,82638,"27,367,660",2015
1423,No Escape,"Action, Thriller",6.8,67637,"27,285,953",2015
1424,Ricki and the Flash,"Comedy, Drama, Music",5.9,20296,"26,822,144",2015
1425,Run All Night,"Action, Crime, Drama",6.6,91414,"26,442,251",2015
1426,Love the Coopers,"Comedy, Fantasy, Romance",5.7,16573,"26,284,475",2015
1427,The Lazarus Effect,"Horror, Mystery, Sci-Fi",5.2,35718,"25,799,043",2015
1428,The Witch,"Horror, Mystery",6.8,141846,"25,138,292",2015
1429,In the Heart of the Sea,"Action, Adventure, Biography",6.9,104812,"25,020,758",2015
1430,The Gallows,"Horror, Thriller",4.2,17301,"22,757,819",2015
1431,Hitman: Agent 47,"Action, Adventure, Crime",5.7,78566,"22,467,450",2015
1432,Project Almanac,"Drama, Mystery, Sci-Fi",6.4,69767,"22,331,028",2015
1433,Aloha,"Comedy, Drama, Romance",5.4,50632,"20,991,497",2015
1434,Secret in Their Eyes,"Crime, Drama, Mystery",6.3,35376,"20,180,155",2015
1435,Shaun the Sheep Movie,"Animation, Adventure, Comedy",7.4,31465,"19,375,982",2015
1436,Eye in the Sky,"Drama, Thriller, War",7.3,70233,"18,700,837",2015
1437,Paranormal Activity: The Ghost Dimension,Horror,4.6,21589,"18,300,124",2015
1438,Steve Jobs,"Biography, Drama",7.2,134371,"17,766,658",2015
1439,Mr. Holmes,"Drama, Mystery",6.9,56620,"17,737,646",2015
1440,Dope,"Comedy, Crime, Drama",7.2,74849,"17,474,107",2015
1441,The Transporter Refueled,"Action, Adventure, Crime",5.2,35163,"16,027,866",2015
1442,Eddie the Eagle,"Biography, Comedy, Drama",7.4,71094,"15,785,632",2015
1443,Room,"Drama, Thriller",8.2,293368,"14,677,674",2015
1444,"Hello, My Name Is Doris","Comedy, Drama, Romance",6.6,16719,"14,443,077",2015
1445,American Ultra,"Action, Comedy, Sci-Fi",6.1,74547,"14,434,604",2015
1446,Woodlawn,"Drama, Sport",6.5,5860,"14,393,862",2015
1447,Burnt,"Comedy, Drama",6.6,91609,"13,650,738",2015
1448,Do You Believe?,Drama,6.1,6223,"12,985,267",2015
1449,Carol,"Drama, Romance",7.2,95171,"12,711,491",2015
1450,The Danish Girl,"Biography, Drama, History",7.1,138445,"12,706,393",2015
1451,Strange Magic,"Animation, Adventure, Comedy",5.8,8879,"12,427,046",2015
1452,Hot Tub Time Machine 2,"Comedy, Mystery, Sci-Fi",5.1,33618,"12,282,677",2015
1453,Self/less,"Action, Mystery, Sci-Fi",6.5,77886,"12,276,810",2015
1454,Far from the Madding Crowd,"Drama, Romance",7.1,39645,"12,229,314",2015
1455,The 33,"Biography, Drama, History",6.9,31208,"12,188,642",2015
1456,The Gunman,"Action, Crime, Drama",5.8,34926,"10,640,645",2015
1457,Unfinished Business,"Comedy, Drama",5.4,27452,"10,214,013",2015
1458,The Walk,"Adventure, Biography, Drama",7.3,106309,"10,137,502",2015
1459,The Lady in the Van,"Biography, Comedy, Drama",6.7,21569,"10,017,675",2015
1460,Hardcore Henry,"Action, Adventure, Sci-Fi",6.7,74496,"9,252,038",2015
1461,Huevos: Little Rooster's Egg-cellent Adventure,"Animation, Adventure, Comedy",5.8,823,"9,069,010",2015
1462,The Lobster,"Comedy, Drama, Romance",7.1,163173,"8,699,235",2015
1463,Bajrangi Bhaijaan,"Action, Comedy, Drama",8,60633,"8,178,001",2015
1464,Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',"Animation, Action, Adventure",7.4,16673,"8,008,363",2015
1465,Trumbo,"Biography, Drama",7.5,66727,"7,857,741",2015
1466,Mortdecai,"Action, Comedy, Crime",5.5,58857,"7,605,668",2015
1467,I'll See You in My Dreams,"Comedy, Drama, Romance",6.7,6047,"7,425,963",2015
1468,Blackhat,"Action, Crime, Thriller",5.4,47329,"7,097,125",2015
1469,Our Brand Is Crisis,"Comedy, Drama",6.1,18284,"6,998,324",2015
1470,Grandma,"Comedy, Drama",6.7,13269,"6,980,421",2015
1471,Me and Earl and the Dying Girl,"Comedy, Drama, Romance",7.8,108723,"6,743,776",2015
1472,Bahubali: The Beginning,"Action, Drama, Fantasy",8.2,89706,"6,738,000",2015
1473,Bajirao Mastani,"Action, Drama, History",7.2,27018,"6,557,047",2015
1474,Little Boy,"Drama, History, War",7.4,20544,"6,420,319",2015
1475,Victor Frankenstein,"Drama, Horror, Sci-Fi",6,45494,"5,775,076",2015
1476,Danny Collins,"Biography, Comedy, Drama",7,26665,"5,348,317",2015
1477,Dilwale,"Action, Comedy, Romance",5.2,27942,"4,830,637",2015
1478,True Story,"Crime, Drama, Mystery",6.3,47217,"4,715,819",2015
1479,90 Minutes in Heaven,Drama,4.7,2910,"4,700,361",2015
1480,Suffragette,"Biography, Drama, History",6.9,32695,"4,693,356",2015
1481,Found a Treasure Called Love,"Action, Drama, Musical",4.7,15272,"4,364,639",2015
1482,The Meddler,"Comedy, Drama, Romance",6.3,9968,"4,265,673",2015
1483,45 Years,"Drama, Romance",7.1,26925,"4,250,507",2015
1484,Irrational Man,"Comedy, Drama",6.6,48265,"4,027,764",2015
1485,The Man Who Knew Infinity,"Biography, Drama",7.2,40816,"3,866,794",2015
1486,Anomalisa,"Animation, Comedy, Drama",7.3,55564,"3,759,286",2015
